,precision,recall,f1-score
0,0.8627450980392157,0.8516129032258064,0.8571428571428571
1,0.46511627906976744,0.4878048780487805,0.47619047619047616
accuracy,0.7755102040816326,0.7755102040816326,0.7755102040816326
macro avg,0.6639306885544916,0.6697088906372934,0.6666666666666666
