,precision,recall,f1-score
0,0.9238095238095239,0.6258064516129033,0.7461538461538462
1,0.3626373626373626,0.8048780487804879,0.5
accuracy,0.6632653061224489,0.6632653061224489,0.6632653061224489
macro avg,0.6432234432234433,0.7153422501966955,0.6230769230769231
