,precision,recall,f1-score,support
ordinary_term,0.8114754098360656,0.6346153846153846,0.7122302158273381,156.0
final_exam,0.15789473684210525,0.15789473684210525,0.15789473684210525,19.0
summer_work_period,0.36,0.6585365853658537,0.46551724137931033,41.0
accuracy,0.5972222222222222,0.5972222222222222,0.5972222222222222,0.5972222222222222
macro avg,0.44312338222605696,0.48368223560778123,0.4452140646829179,216.0
weighted avg,0.668287795992714,0.5972222222222222,0.6166394470630392,216.0
