,precision,recall,f1-score,support
ordinary_term,0.8141592920353983,0.5897435897435898,0.6840148698884758,156.0
final_exam,0.06818181818181818,0.15789473684210525,0.09523809523809523,19.0
summer_work_period,0.3559322033898305,0.5121951219512195,0.42,41.0
accuracy,0.5370370370370371,0.5370370370370371,0.5370370370370371,0.5370370370370371
macro avg,0.41275777120234897,0.4199444828456382,0.3997509883755237,216.0
weighted avg,0.6615626131572209,0.5370370370370371,0.5821103866302132,216.0
