,precision,recall,f1-score,support
ordinary_term,0.7202602230483272,1.0,0.8373851971907077,775.0
final_exam,0.0,0.0,0.0,97.0
summer_work_period,0.0,0.0,0.0,204.0
accuracy,0.7202602230483272,0.7202602230483272,0.7202602230483272,0.7202602230483272
macro avg,0.24008674101610905,0.3333333333333333,0.27912839906356923,1076.0
weighted avg,0.5187747889056259,0.7202602230483272,0.6031352489059465,1076.0
