,precision,recall,f1-score
0,0.9125,0.46794871794871795,0.6186440677966102
1,0.12631578947368421,0.631578947368421,0.21052631578947367
accuracy,0.4857142857142857,0.4857142857142857,0.4857142857142857
macro avg,0.5194078947368421,0.5497638326585694,0.41458519179304193
