,precision,recall,f1-score
0,0.9381443298969072,0.5870967741935483,0.7222222222222222
1,0.35353535353535354,0.8536585365853658,0.5
accuracy,0.6428571428571429,0.6428571428571429,0.6428571428571429
macro avg,0.6458398417161304,0.7203776553894571,0.6111111111111112
