,precision,recall,f1-score
0,0.8273809523809523,0.896774193548387,0.8606811145510835
1,0.42857142857142855,0.2926829268292683,0.34782608695652173
accuracy,0.7704081632653061,0.7704081632653061,0.7704081632653061
macro avg,0.6279761904761905,0.5947285601888277,0.6042536007538026
