fine_platform,fine_table,fine_record_id,fine_account,fine_source_file,fine_time_start,fine_time_end,fine_time_granularity,fine_date,record_type,title,series_title,season_number,episode_number,episode_title,movie_title,title_missing
prime_video,prime_video_watch_history_public,prime_video_000687,,source_000001,2022-10-14,2022-10-14,date,2022-10-14,episode,Yüzüklerin Efendisi: Güç Yüzükleri,Yüzüklerin Efendisi: Güç Yüzükleri,1,4,"If I Can't Write My Chocolate Song, I'm Going to Take a Nap",,false
prime_video,prime_video_watch_history_public,prime_video_000688,,source_000001,2022-10-14,2022-10-14,date,2022-10-14,episode,Yüzüklerin Efendisi: Güç Yüzükleri,Yüzüklerin Efendisi: Güç Yüzükleri,1,3,Go East on Sunset Until You Reach the Gates of Hell,,false
prime_video,prime_video_watch_history_public,prime_video_000689,,source_000001,2022-10-09,2022-10-09,date,2022-10-09,episode,Yüzüklerin Efendisi: Güç Yüzükleri,Yüzüklerin Efendisi: Güç Yüzükleri,1,2,Big Flappy Bastards,,false
prime_video,prime_video_watch_history_public,prime_video_000690,,source_000001,2022-10-09,2022-10-09,date,2022-10-09,episode,Yüzüklerin Efendisi: Güç Yüzükleri,Yüzüklerin Efendisi: Güç Yüzükleri,1,0,8. Bölüm Ön Gösterim - Güç Yüzükleri,,false
prime_video,prime_video_watch_history_public,prime_video_000691,,source_000001,2022-09-30,2022-09-30,date,2022-09-30,movie,,,,,,,true
prime_video,prime_video_watch_history_public,prime_video_000692,,source_000001,2022-09-29,2022-09-29,date,2022-09-29,episode,Yüzüklerin Efendisi: Güç Yüzükleri,Yüzüklerin Efendisi: Güç Yüzükleri,1,7,Göz,,false
prime_video,prime_video_watch_history_public,prime_video_000693,,source_000001,2022-09-29,2022-09-29,date,2022-09-29,episode,Yüzüklerin Efendisi: Güç Yüzükleri,Yüzüklerin Efendisi: Güç Yüzükleri,1,6,Udûn,,false
prime_video,prime_video_watch_history_public,prime_video_000694,,source_000001,2022-09-28,2022-09-28,date,2022-09-28,movie,Hızlı ve Öfkeli 7,,,,,Hızlı ve Öfkeli 7,false
prime_video,prime_video_watch_history_public,prime_video_000695,,source_000001,2022-09-28,2022-09-28,date,2022-09-28,movie,Hızlı ve Öfkeli 7,,,,,Hızlı ve Öfkeli 7,false
prime_video,prime_video_watch_history_public,prime_video_000696,,source_000001,2022-09-28,2022-09-28,date,2022-09-28,movie,Hızlı ve Öfkeli 6,,,,,Hızlı ve Öfkeli 6,false
prime_video,prime_video_watch_history_public,prime_video_000697,,source_000001,2022-09-28,2022-09-28,date,2022-09-28,movie,Hızlı ve Öfkeli 5: Rio Soygunu,,,,,Hızlı ve Öfkeli 5: Rio Soygunu,false
prime_video,prime_video_watch_history_public,prime_video_000698,,source_000001,2022-09-28,2022-09-28,date,2022-09-28,movie,Hızlı ve Öfkeli 5: Rio Soygunu,,,,,Hızlı ve Öfkeli 5: Rio Soygunu,false
prime_video,prime_video_watch_history_public,prime_video_000699,,source_000001,2022-04-30,2022-04-30,date,2022-04-30,movie,Gazap Ateşi,,,,,Gazap Ateşi,false
prime_video,prime_video_watch_history_public,prime_video_000700,,source_000001,2022-04-14,2022-04-14,date,2022-04-14,movie,Gazap Ateşi,,,,,Gazap Ateşi,false
prime_video,prime_video_watch_history_public,prime_video_000701,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,movie,Madagaskar Penguenleri,,,,,Madagaskar Penguenleri,false
prime_video,prime_video_watch_history_public,prime_video_000702,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,movie,Madagaskar Penguenleri,,,,,Madagaskar Penguenleri,false
prime_video,prime_video_watch_history_public,prime_video_000703,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: Kaderin Patileri,Kung Fu Panda: Kaderin Patileri,102,3,Yumruk Oyunları,,false
prime_video,prime_video_watch_history_public,prime_video_000704,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: Kaderin Patileri,Kung Fu Panda: Kaderin Patileri,102,2,Maymun Kral'ın Laneti,,false
prime_video,prime_video_watch_history_public,prime_video_000705,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: Kaderin Patileri,Kung Fu Panda: Kaderin Patileri,102,1,Doğu Seyahati,,false
prime_video,prime_video_watch_history_public,prime_video_000706,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,13,Usta Ejderha'nın Sonu,,false
prime_video,prime_video_watch_history_public,prime_video_000707,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,12,Zamanın Kıyısında Fedakarlık,,false
prime_video,prime_video_watch_history_public,prime_video_000708,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,11,Korkunç Ejderha Dağlara Döner,,false
prime_video,prime_video_watch_history_public,prime_video_000709,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,10,Dörtlü Takımyıldız'ın Dönüşü,,false
prime_video,prime_video_watch_history_public,prime_video_000710,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,9,Mağaranın Dışına İnce Buzun Üstüne,,false
prime_video,prime_video_watch_history_public,prime_video_000711,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,8,Gölgede Kaybolan Sırlar,,false
prime_video,prime_video_watch_history_public,prime_video_000712,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,7,Panda Köyü'nde Büyük Bela,,false
prime_video,prime_video_watch_history_public,prime_video_000713,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,5,Bir Avuç Baharat,,false
prime_video,prime_video_watch_history_public,prime_video_000714,,source_000001,2022-04-13,2022-04-13,date,2022-04-13,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,4,İşgalci Hileli Bir Yol İzler,,false
prime_video,prime_video_watch_history_public,prime_video_000715,,source_000001,2022-04-03,2022-04-03,date,2022-04-03,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,3,Kızıl Anka'nın Kılıcı,,false
prime_video,prime_video_watch_history_public,prime_video_000716,,source_000001,2022-04-03,2022-04-03,date,2022-04-03,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,2,Ejderha Ateşle Oynuyor,,false
prime_video,prime_video_watch_history_public,prime_video_000717,,source_000001,2022-04-03,2022-04-03,date,2022-04-03,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,1,Usta Ejderha'nın Girişi,,false
prime_video,prime_video_watch_history_public,prime_video_000718,,source_000001,2022-03-30,2022-03-30,date,2022-03-30,episode,Kung Fu Panda: The Paws of Destiny,Kung Fu Panda: The Paws of Destiny,1,0,Teaser Fragman,,false
prime_video,prime_video_watch_history_public,prime_video_000719,,source_000001,2022-03-30,2022-03-30,date,2022-03-30,movie,,,,,,,true
