,precision,recall,f1-score
0,0.7595628415300546,0.8910256410256411,0.8200589970501475
1,0.0,0.0,0.0
2,0.5,0.34146341463414637,0.4057971014492754
accuracy,0.7083333333333334,0.7083333333333334,0.7083333333333334
macro avg,0.4198542805100182,0.41082968521992913,0.4086186994998076
