fine_platform,fine_table,fine_record_id,fine_account,fine_source_file,fine_time_start,fine_time_end,fine_time_granularity,fine_date,title,title_missing
netflix,netflix_viewing_public,netflix_view_000001,,source_000001,2026-03-10,2026-03-10,date,2026-03-10,Katil Makine,false
netflix,netflix_viewing_public,netflix_view_000002,,source_000001,2026-02-07,2026-02-07,date,2026-02-07,Wu Assassins: Gu Suikastçıları,false
netflix,netflix_viewing_public,netflix_view_000003,,source_000001,2026-01-27,2026-01-27,date,2026-01-27,Dune: Çöl Gezegeni Bölüm İki,false
netflix,netflix_viewing_public,netflix_view_000004,,source_000001,2026-01-20,2026-01-20,date,2026-01-20,Tougen Anki: Başarmak İstiyorsan Kazanmaya Devam Et,false
netflix,netflix_viewing_public,netflix_view_000005,,source_000001,2026-01-20,2026-01-20,date,2026-01-20,Tougen Anki: İblis Kanı,false
netflix,netflix_viewing_public,netflix_view_000006,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Ruhların Savaşı,false
netflix,netflix_viewing_public,netflix_view_000007,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Kendini Tanı,false
netflix,netflix_viewing_public,netflix_view_000008,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Gurur Gurura Karşı,false
netflix,netflix_viewing_public,netflix_view_000009,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Güneş Tanrısı ve Asi Kahraman,false
netflix,netflix_viewing_public,netflix_view_000010,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: İlerleme,false
netflix,netflix_viewing_public,netflix_view_000011,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Bayrağı Devretmek,false
netflix,netflix_viewing_public,netflix_view_000012,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Lanet ve Dua,false
netflix,netflix_viewing_public,netflix_view_000013,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Işık Gölgeye Karşı,false
netflix,netflix_viewing_public,netflix_view_000014,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Şeytan,false
netflix,netflix_viewing_public,netflix_view_000015,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Kralın Dönüşü,false
netflix,netflix_viewing_public,netflix_view_000016,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Helheim Kralı'nın Gururu,false
netflix,netflix_viewing_public,netflix_view_000017,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Söz ve Yemin,false
netflix,netflix_viewing_public,netflix_view_000018,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Chi You,false
netflix,netflix_viewing_public,netflix_view_000019,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Kral Krala Karşı,false
netflix,netflix_viewing_public,netflix_view_000020,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 3. Sezon: Giriş: Hatıralar,false
netflix,netflix_viewing_public,netflix_view_000021,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 2. Sezon: Işığın Yolu,false
netflix,netflix_viewing_public,netflix_view_000022,,source_000001,2026-01-18,2026-01-18,date,2026-01-18,Record of Ragnarok: 2. Sezon: Öteki Tarafın Efsanesi,false
netflix,netflix_viewing_public,netflix_view_000023,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: Tarihteki En Şiddetli Ergenlik,false
netflix,netflix_viewing_public,netflix_view_000024,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: Zero,false
netflix,netflix_viewing_public,netflix_view_000025,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: 6'ncı Raunt,false
netflix,netflix_viewing_public,netflix_view_000026,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: Sınır,false
netflix,netflix_viewing_public,netflix_view_000027,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: Rezonans,false
netflix,netflix_viewing_public,netflix_view_000028,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: 1116'nın Zirvesi,false
netflix,netflix_viewing_public,netflix_view_000029,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: Yüz Mühür,false
netflix,netflix_viewing_public,netflix_view_000030,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: Çakışan İstekler,false
netflix,netflix_viewing_public,netflix_view_000031,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: Ağıt,false
netflix,netflix_viewing_public,netflix_view_000032,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: Son Görev,false
netflix,netflix_viewing_public,netflix_view_000033,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: Bir Canavarın Doğuşu,false
netflix,netflix_viewing_public,netflix_view_000034,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: Boyun Eğmeyen Savaş Tanrısı,false
netflix,netflix_viewing_public,netflix_view_000035,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 2. Sezon: İyiyle Kötünün Savaşı,false
netflix,netflix_viewing_public,netflix_view_000036,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Ragnarok Devam Edecek,false
netflix,netflix_viewing_public,netflix_view_000037,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Kırlangıç Uçuruma Bakıyor,false
netflix,netflix_viewing_public,netflix_view_000038,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Kaybedenlerin En İyisi,false
netflix,netflix_viewing_public,netflix_view_000039,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Denizlerin Despotu,false
netflix,netflix_viewing_public,netflix_view_000040,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Saygınlık Kazanmak,false
netflix,netflix_viewing_public,netflix_view_000041,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Cennetten Kovulmak,false
netflix,netflix_viewing_public,netflix_view_000042,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Kusursuz Kopya,false
netflix,netflix_viewing_public,netflix_view_000043,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Dosya No.00000000001,false
netflix,netflix_viewing_public,netflix_view_000044,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Mutluluk,false
netflix,netflix_viewing_public,netflix_view_000045,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Öldürücü Hamle,false
netflix,netflix_viewing_public,netflix_view_000046,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Zorlayıcı Bir Rakip,false
netflix,netflix_viewing_public,netflix_view_000047,,source_000001,2026-01-17,2026-01-17,date,2026-01-17,Record of Ragnarok: 1. Sezon: Ragnarok,false
netflix,netflix_viewing_public,netflix_view_000048,,source_000001,2026-01-15,2026-01-15,date,2026-01-15,Brooklyn Nine-Nine: 8. Sezon: Denge,false
netflix,netflix_viewing_public,netflix_view_000049,,source_000001,2025-11-07,2025-11-07,date,2025-11-07,Suikast Treni,false
netflix,netflix_viewing_public,netflix_view_000050,,source_000001,2025-10-08,2025-10-08,date,2025-10-08,GameStop Olayı: Mini Dizi: Hesaplaşma,false
netflix,netflix_viewing_public,netflix_view_000051,,source_000001,2025-10-08,2025-10-08,date,2025-10-08,GameStop Olayı: Mini Dizi: Ay'a Çıkıyoruz,false
netflix,netflix_viewing_public,netflix_view_000052,,source_000001,2025-10-08,2025-10-08,date,2025-10-08,GameStop Olayı: Mini Dizi: Bu Hisseyi Beğeniyorum,false
netflix,netflix_viewing_public,netflix_view_000053,,source_000001,2025-09-23,2025-09-23,date,2025-09-23,Twilight of the Gods: Kâfir Mızrak,false
netflix,netflix_viewing_public,netflix_view_000054,,source_000001,2025-09-23,2025-09-23,date,2025-09-23,Twilight of the Gods: Gelinin Bedeli,false
netflix,netflix_viewing_public,netflix_view_000055,,source_000001,2025-09-23,2025-09-23,date,2025-09-23,The Rookie: 2. Sezon: Kesik El,false
netflix,netflix_viewing_public,netflix_view_000056,,source_000001,2025-09-23,2025-09-23,date,2025-09-23,Kurt Kral: 2. Sezon: Isırık,false
netflix,netflix_viewing_public,netflix_view_000057,,source_000001,2025-09-23,2025-09-23,date,2025-09-23,Kurt Kral: 2. Sezon: Baba Korga,false
netflix,netflix_viewing_public,netflix_view_000058,,source_000001,2025-09-23,2025-09-23,date,2025-09-23,LEGO® Ninjago Ejderhaların Yükselişi: 1. Sezon: Tehlike Olacağım,false
netflix,netflix_viewing_public,netflix_view_000059,,source_000001,2025-09-23,2025-09-23,date,2025-09-23,LEGO® Ninjago Ejderhaların Yükselişi: 1. Sezon: Şuursuz Yaratıklar,false
netflix,netflix_viewing_public,netflix_view_000060,,source_000001,2025-09-22,2025-09-22,date,2025-09-22,LEGO® Ninjago Ejderhaların Yükselişi: 1. Sezon: Imperium'a Dönüş,false
netflix,netflix_viewing_public,netflix_view_000061,,source_000001,2025-09-22,2025-09-22,date,2025-09-22,LEGO® Ninjago Ejderhaların Yükselişi: 1. Sezon: Kader Yazanlar,false
netflix,netflix_viewing_public,netflix_view_000062,,source_000001,2025-09-20,2025-09-20,date,2025-09-20,LEGO® Ninjago Ejderhaların Yükselişi: 1. Sezon: Çılgınlığın Ötesi,false
netflix,netflix_viewing_public,netflix_view_000063,,source_000001,2025-09-20,2025-09-20,date,2025-09-20,LEGO® Ninjago Ejderhaların Yükselişi: 1. Sezon: Kavşak Karnavalı,false
netflix,netflix_viewing_public,netflix_view_000064,,source_000001,2025-09-20,2025-09-20,date,2025-09-20,LEGO® Ninjago Ejderhaların Yükselişi: 1. Sezon: Birleşme: 2. Kısım,false
netflix,netflix_viewing_public,netflix_view_000065,,source_000001,2025-09-20,2025-09-20,date,2025-09-20,LEGO® Ninjago Ejderhaların Yükselişi: 1. Sezon: Birleşme: 1. Kısım,false
netflix,netflix_viewing_public,netflix_view_000066,,source_000001,2025-09-20,2025-09-20,date,2025-09-20,"House, M.D.: 1. Sezon: Pilot Bölüm",false
netflix,netflix_viewing_public,netflix_view_000067,,source_000001,2025-09-20,2025-09-20,date,2025-09-20,The Rookie: 2. Sezon: Kayıplar,false
netflix,netflix_viewing_public,netflix_view_000068,,source_000001,2025-09-19,2025-09-19,date,2025-09-19,Kurt Kral: 2. Sezon: Kurdun Bekleyişi,false
netflix,netflix_viewing_public,netflix_view_000069,,source_000001,2025-09-19,2025-09-19,date,2025-09-19,"Wednesday: 2. Sezon: Dert Var, Deler Geçer",false
netflix,netflix_viewing_public,netflix_view_000070,,source_000001,2025-09-19,2025-09-19,date,2025-09-19,Wednesday: 2. Sezon: Paran mı Var Derdin Var,false
netflix,netflix_viewing_public,netflix_view_000071,,source_000001,2025-09-18,2025-09-18,date,2025-09-18,Wednesday: 2. Sezon: Derdini Bilen Kendini Bilir,false
netflix,netflix_viewing_public,netflix_view_000072,,source_000001,2025-09-18,2025-09-18,date,2025-09-18,"Wednesday: 2. Sezon: Hyde Peşimde, Dert Döşümde",false
netflix,netflix_viewing_public,netflix_view_000073,,source_000001,2025-08-27,2025-08-27,date,2025-08-27,The Rookie: 2. Sezon: Dava Takip Günü,false
netflix,netflix_viewing_public,netflix_view_000074,,source_000001,2025-08-11,2025-08-11,date,2025-08-11,The Rookie: 2. Sezon: Zaman Zaman,false
netflix,netflix_viewing_public,netflix_view_000075,,source_000001,2025-08-10,2025-08-10,date,2025-08-10,The Rookie: 2. Sezon: Ölüm Günü,false
netflix,netflix_viewing_public,netflix_view_000076,,source_000001,2025-08-10,2025-08-10,date,2025-08-10,The Rookie: 2. Sezon: Karanlık Taraf,false
netflix,netflix_viewing_public,netflix_view_000077,,source_000001,2025-08-10,2025-08-10,date,2025-08-10,Brooklyn Nine-Nine: 8. Sezon: Mavi Grip,false
netflix,netflix_viewing_public,netflix_view_000078,,source_000001,2025-08-10,2025-08-10,date,2025-08-10,Wednesday: 2. Sezon: Şu Dertlerin Dili Olsa,false
netflix,netflix_viewing_public,netflix_view_000079,,source_000001,2025-08-07,2025-08-07,date,2025-08-07,Wednesday: 2. Sezon: Koyun Can Derdinde,false
netflix,netflix_viewing_public,netflix_view_000080,,source_000001,2025-08-07,2025-08-07,date,2025-08-07,Wednesday: 2. Sezon: Büyük Başın Derdi,false
netflix,netflix_viewing_public,netflix_view_000081,,source_000001,2025-08-07,2025-08-07,date,2025-08-07,Wednesday: 2. Sezon: Dert Üstüne Dert,false
netflix,netflix_viewing_public,netflix_view_000082,,source_000001,2025-07-26,2025-07-26,date,2025-07-26,The Sandman: 2. Sezon: Zarif Sonların Hikâyesi,false
netflix,netflix_viewing_public,netflix_view_000083,,source_000001,2025-07-26,2025-07-26,date,2025-07-26,The Sandman: 2. Sezon: Kralımız Çok Yaşa,false
netflix,netflix_viewing_public,netflix_view_000084,,source_000001,2025-07-26,2025-07-26,date,2025-07-26,The Sandman: 2. Sezon: Merhametliler,false
netflix,netflix_viewing_public,netflix_view_000085,,source_000001,2025-07-26,2025-07-26,date,2025-07-26,The Sandman: 2. Sezon: Ateşe Atmak,false
netflix,netflix_viewing_public,netflix_view_000086,,source_000001,2025-07-26,2025-07-26,date,2025-07-26,The Sandman: 2. Sezon: Zaman ve Gece,false
netflix,netflix_viewing_public,netflix_view_000087,,source_000001,2025-07-15,2025-07-15,date,2025-07-15,The Rookie: 2. Sezon: Kırılma Noktası,false
netflix,netflix_viewing_public,netflix_view_000088,,source_000001,2025-07-15,2025-07-15,date,2025-07-15,The Rookie: 2. Sezon: Suç Mahalli Temizleyicisi,false
netflix,netflix_viewing_public,netflix_view_000089,,source_000001,2025-07-15,2025-07-15,date,2025-07-15,The Rookie: 2. Sezon: Güvenlik,false
netflix,netflix_viewing_public,netflix_view_000090,,source_000001,2025-07-13,2025-07-13,date,2025-07-13,The Rookie: 2. Sezon: Füze Alarmı,false
netflix,netflix_viewing_public,netflix_view_000091,,source_000001,2025-07-12,2025-07-12,date,2025-07-12,The Sandman: 2. Sezon: Ailemin Kanı,false
netflix,netflix_viewing_public,netflix_view_000092,,source_000001,2025-07-12,2025-07-12,date,2025-07-12,The Sandman: 2. Sezon: Orpheus'un Şarkısı,false
netflix,netflix_viewing_public,netflix_view_000093,,source_000001,2025-07-12,2025-07-12,date,2025-07-12,The Sandman: 2. Sezon: Kısa Hayatlar,false
netflix,netflix_viewing_public,netflix_view_000094,,source_000001,2025-07-12,2025-07-12,date,2025-07-12,The Sandman: 2. Sezon: Cehenneme Bile Sığmayacak Sayıda Şeytan,false
netflix,netflix_viewing_public,netflix_view_000095,,source_000001,2025-07-12,2025-07-12,date,2025-07-12,The Sandman: 2. Sezon: Cehennemin Efendisi,false
netflix,netflix_viewing_public,netflix_view_000096,,source_000001,2025-07-12,2025-07-12,date,2025-07-12,The Sandman: 2. Sezon: Sisler Mevsimi,false
netflix,netflix_viewing_public,netflix_view_000097,,source_000001,2025-07-12,2025-07-12,date,2025-07-12,The Sandman: 1. Sezon: Özel Bölüm: Bin Kedinin Rüyası/Kalliope,false
netflix,netflix_viewing_public,netflix_view_000098,,source_000001,2025-07-11,2025-07-11,date,2025-07-11,The Rookie: 2. Sezon: Sert Tavırlar,false
netflix,netflix_viewing_public,netflix_view_000099,,source_000001,2025-07-11,2025-07-11,date,2025-07-11,The Rookie: 2. Sezon: İddia,false
netflix,netflix_viewing_public,netflix_view_000100,,source_000001,2025-07-11,2025-07-11,date,2025-07-11,The Rookie: 2. Sezon: Savaşçılar ve Koruyucular,false
netflix,netflix_viewing_public,netflix_view_000101,,source_000001,2025-07-08,2025-07-08,date,2025-07-08,The Rookie: 2. Sezon: Gece Generali,false
netflix,netflix_viewing_public,netflix_view_000102,,source_000001,2025-07-07,2025-07-07,date,2025-07-07,The Rookie: 2. Sezon: Etki,false
netflix,netflix_viewing_public,netflix_view_000103,,source_000001,2025-07-07,2025-07-07,date,2025-07-07,The Rookie: 1. Sezon: Serbest Düşüş,false
netflix,netflix_viewing_public,netflix_view_000104,,source_000001,2025-07-07,2025-07-07,date,2025-07-07,The Rookie: 1. Sezon: Kontrol Listesi,false
netflix,netflix_viewing_public,netflix_view_000105,,source_000001,2025-07-07,2025-07-07,date,2025-07-07,The Rookie: 1. Sezon: Aile Meseleleri,false
netflix,netflix_viewing_public,netflix_view_000106,,source_000001,2025-07-06,2025-07-06,date,2025-07-06,The Rookie: 1. Sezon: Sarsıntı,false
netflix,netflix_viewing_public,netflix_view_000107,,source_000001,2025-07-06,2025-07-06,date,2025-07-06,The Rookie: 1. Sezon: Ölüm Emri,false
netflix,netflix_viewing_public,netflix_view_000108,,source_000001,2025-07-06,2025-07-06,date,2025-07-06,The Rookie: 1. Sezon: İnsan Avı,false
netflix,netflix_viewing_public,netflix_view_000109,,source_000001,2025-07-06,2025-07-06,date,2025-07-06,The Rookie: 1. Sezon: Sivil Kıyafet Günü,false
netflix,netflix_viewing_public,netflix_view_000110,,source_000001,2025-07-06,2025-07-06,date,2025-07-06,The Rookie: 1. Sezon: Hırsızlara Suçüstü,false
netflix,netflix_viewing_public,netflix_view_000111,,source_000001,2025-07-05,2025-07-05,date,2025-07-05,The Rookie: 1. Sezon: Kırık Kalpler,false
netflix,netflix_viewing_public,netflix_view_000112,,source_000001,2025-07-05,2025-07-05,date,2025-07-05,The Rookie: 1. Sezon: Sekoya,false
netflix,netflix_viewing_public,netflix_view_000113,,source_000001,2025-07-05,2025-07-05,date,2025-07-05,The Rookie: 1. Sezon: Çocuklar,false
netflix,netflix_viewing_public,netflix_view_000114,,source_000001,2025-07-05,2025-07-05,date,2025-07-05,The Rookie: 1. Sezon: Çatışma,false
netflix,netflix_viewing_public,netflix_view_000115,,source_000001,2025-07-05,2025-07-05,date,2025-07-05,The Rookie: 1. Sezon: Ölüm Saati,false
netflix,netflix_viewing_public,netflix_view_000116,,source_000001,2025-07-05,2025-07-05,date,2025-07-05,The Rookie: 1. Sezon: Misafir Gözlemci,false
netflix,netflix_viewing_public,netflix_view_000117,,source_000001,2025-07-05,2025-07-05,date,2025-07-05,The Rookie: 1. Sezon: Hawke,false
netflix,netflix_viewing_public,netflix_view_000118,,source_000001,2025-07-05,2025-07-05,date,2025-07-05,The Rookie: 1. Sezon: Yarışma,false
netflix,netflix_viewing_public,netflix_view_000119,,source_000001,2025-07-04,2025-07-04,date,2025-07-04,The Rookie: 1. Sezon: Değişiklik,false
netflix,netflix_viewing_public,netflix_view_000120,,source_000001,2025-07-04,2025-07-04,date,2025-07-04,"The Rookie: 1. Sezon: İyi, Kötü ve Çirkin",false
netflix,netflix_viewing_public,netflix_view_000121,,source_000001,2025-07-04,2025-07-04,date,2025-07-04,The Rookie: 1. Sezon: Hızlandırılmış Kurs,false
netflix,netflix_viewing_public,netflix_view_000122,,source_000001,2025-07-04,2025-07-04,date,2025-07-04,The Rookie: 1. Sezon: Pilot Bölüm,false
netflix,netflix_viewing_public,netflix_view_000123,,source_000001,2025-06-12,2025-06-12,date,2025-06-12,Young Sheldon: 5. Sezon: Pembe Bir Cadillac ve Şanlı Bir Kabile Dansı,false
netflix,netflix_viewing_public,netflix_view_000124,,source_000001,2025-06-11,2025-06-11,date,2025-06-11,"Young Sheldon: 5. Sezon: Bir Gece Yatısı, Bir Hava Durumu Sunucusu ve İğrenç Bir Alışkanlık",false
netflix,netflix_viewing_public,netflix_view_000125,,source_000001,2025-06-11,2025-06-11,date,2025-06-11,Young Sheldon: 5. Sezon: Pahalı Bir Arıza ve Aylaklık Odası,false
netflix,netflix_viewing_public,netflix_view_000126,,source_000001,2025-06-11,2025-06-11,date,2025-06-11,Young Sheldon: 5. Sezon: Yips ve İlginç Şekilde Hipnotize Edici Bir Bohem,false
netflix,netflix_viewing_public,netflix_view_000127,,source_000001,2025-06-11,2025-06-11,date,2025-06-11,Young Sheldon: 5. Sezon: Büyük Şansölye ve Bir Günah İni,false
netflix,netflix_viewing_public,netflix_view_000128,,source_000001,2025-06-11,2025-06-11,date,2025-06-11,Young Sheldon: 5. Sezon: Bir Mühendislik Tanıtımı ve Saç Jölesi,false
netflix,netflix_viewing_public,netflix_view_000129,,source_000001,2025-06-11,2025-06-11,date,2025-06-11,Young Sheldon: 5. Sezon: Kara Para Aklama ve Bir Hormon Çağlayanı,false
netflix,netflix_viewing_public,netflix_view_000130,,source_000001,2025-06-11,2025-06-11,date,2025-06-11,Young Sheldon: 5. Sezon: Pelüş Hayvanlar ve Tatlı Bir Güneyli Syzygy,false
netflix,netflix_viewing_public,netflix_view_000131,,source_000001,2025-06-11,2025-06-11,date,2025-06-11,Young Sheldon: 5. Sezon: Zart Zurt ve Gizli Bir Oda,false
netflix,netflix_viewing_public,netflix_view_000132,,source_000001,2025-06-11,2025-06-11,date,2025-06-11,Young Sheldon: 5. Sezon: Potansiyel Enerji ve Bir Park Bankında İçki İçmek,false
netflix,netflix_viewing_public,netflix_view_000133,,source_000001,2025-06-11,2025-06-11,date,2025-06-11,Young Sheldon: 5. Sezon: Arkadan İş Çevirmek ve Ateizmin Mucize İkizleri,false
netflix,netflix_viewing_public,netflix_view_000134,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 5. Sezon: Kötü Bir Gece ve Bencil Arzular Kaosu,false
netflix,netflix_viewing_public,netflix_view_000135,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: Doğrusal Olmayan Dinamiklerin Çılgın ve Karışık Dünyası,false
netflix,netflix_viewing_public,netflix_view_000136,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: Kara Delik,false
netflix,netflix_viewing_public,netflix_view_000137,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: İkinci Harika Çocuk ve Dolgun Dudaklar İçin En Moda Öneriler,false
netflix,netflix_viewing_public,netflix_view_000138,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,"Young Sheldon: 4. Sezon: Bir Virüs, Üzüntü ve İhtimallerle Dolu Bir Dünya",false
netflix,netflix_viewing_public,netflix_view_000139,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: Anasını Seveyim ve Bir Devlet Kurumu Tarafından Net Bir Şekilde Onaylanmak,false
netflix,netflix_viewing_public,netflix_view_000140,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: İhtiyarlar Otobüsü ve Yeni Bir Eğitim Modeli,false
netflix,netflix_viewing_public,netflix_view_000141,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: Bir Hazine Kutusu ve Bilimin Büyükannesi,false
netflix,netflix_viewing_public,netflix_view_000142,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,"Young Sheldon: 4. Sezon: Bir Çağrı Cihazı, Bir Kulüp ve Buruşuk Huysuz Bir İhtiyar",false
netflix,netflix_viewing_public,netflix_view_000143,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: Kovboy Aerobiği ve 473 Adet Yağsız Cıvata,false
netflix,netflix_viewing_public,netflix_view_000144,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: Dandik Dondurma ve Ayı Oynatıcının Ayısı,false
netflix,netflix_viewing_public,netflix_view_000145,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: Varoluşsal Bir Bunalım ve Köpük Yapan Bir Ayı,false
netflix,netflix_viewing_public,netflix_view_000146,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: Felsefe Dersi ve İnsan Kovalayan Tırtıllar,false
netflix,netflix_viewing_public,netflix_view_000147,,source_000001,2025-06-10,2025-06-10,date,2025-06-10,Young Sheldon: 4. Sezon: Birinci Sınıf Oryantasyonu ve Fermuarın İcadı,false
netflix,netflix_viewing_public,netflix_view_000148,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 4. Sezon: Küflü Bir Mahzen ve İşenecek Bir Çubuk,false
netflix,netflix_viewing_public,netflix_view_000149,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 4. Sezon: İncil Kampı ve Aşk Arabası,false
netflix,netflix_viewing_public,netflix_view_000150,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 4. Sezon: Destek Tekerlekleri ve Serbest Kalan Bir Tavuk,false
netflix,netflix_viewing_public,netflix_view_000151,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,"Young Sheldon: 4. Sezon: Bir Müze Rehberi, Küçük Bir Hanımefendi ve Dalton Adlı Bir Fedai",false
netflix,netflix_viewing_public,netflix_view_000152,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 4. Sezon: Mezuniyet,false
netflix,netflix_viewing_public,netflix_view_000153,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 3. Sezon: Gizli Bir Mektup ve İşlenmiş Bir Parça Et,false
netflix,netflix_viewing_public,netflix_view_000154,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 3. Sezon: Bir Bebek Dişi ve Mısır Bilgelik Tanrısı,false
netflix,netflix_viewing_public,netflix_view_000155,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 3. Sezon: Satılık Bir Ev ve Ciddi Bir Kadın Meselesi,false
netflix,netflix_viewing_public,netflix_view_000156,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 3. Sezon: Birkaç Morarmış Kaburga ve Mısır Gevreğinden Çıkan Hayalet Dedektörü,false
netflix,netflix_viewing_public,netflix_view_000157,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 3. Sezon: Akademik Bir Suç ve Taco Bell'in Romantik Hâli,false
netflix,netflix_viewing_public,netflix_view_000158,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 3. Sezon: Pasadena,false
netflix,netflix_viewing_public,netflix_view_000159,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,Young Sheldon: 3. Sezon: Sevgilinin Eski Karısı ve Şans Getirmesi İçin Okşanan Bir Kafa,false
netflix,netflix_viewing_public,netflix_view_000160,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,"Young Sheldon: 3. Sezon: Bir Çöküş, Bir Haç ve Yol Kenarındaki Çakıllar",false
netflix,netflix_viewing_public,netflix_view_000161,,source_000001,2025-06-09,2025-06-09,date,2025-06-09,"Young Sheldon: 3. Sezon: Sözleşmeler, Kurallar ve Biraz da Domuz Beyni",false
