,precision,recall,f1-score
0,0.9259259259259259,0.6410256410256411,0.7575757575757576
1,0.16417910447761194,0.5789473684210527,0.2558139534883721
accuracy,0.6342857142857142,0.6342857142857142,0.6342857142857142
macro avg,0.5450525152017689,0.6099865047233468,0.5066948555320648
