,precision,recall,f1-score
0,0.8888888888888888,0.9743589743589743,0.9296636085626911
1,0.0,0.0,0.0
accuracy,0.8685714285714285,0.8685714285714285,0.8685714285714285
macro avg,0.4444444444444444,0.48717948717948717,0.4648318042813456
